gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2017020019,2017-10-07,40.65,7.5,11.85,15,5,6,19,2,5,24,2,4,19,1,1,9,2,4,3,0,1,8,0,0,10,0,2,41,17,4,44,1,17,36,13,4,38,1,14,27,9,3,30,1,10,0,3,1,1,0,0,0,3,1,1,0,0,0,3,0,1,0,0,4,0,0,3,0,0,4,1,1,3,0,2,4,1,1,1,0,4
2017020034,2017-10-09,45.28333333333333,7.616666666666666,7.1,22,4,2,20,1,6,8,0,2,22,1,1,3,0,0,5,1,0,13,0,0,2,9,2,42,7,2,36,1,10,32,7,2,26,1,7,24,5,2,20,0,5,5,0,1,1,0,1,5,0,1,1,0,1,2,0,1,0,0,0,4,0,0,0,0,0,2,0,0,2,0,0,2,0,0,2,0,0
2017020046,2017-10-11,39.31666666666667,8.916666666666666,11.766666666666667,23,5,6,29,6,8,19,1,2,18,0,1,6,1,3,14,2,2,15,0,0,23,2,6,31,13,6,49,3,27,26,10,6,38,2,21,17,9,5,30,2,18,4,1,1,1,0,2,3,1,1,1,0,2,2,1,0,1,0,2,3,0,0,3,0,0,0,0,1,5,0,1,0,0,1,5,0,1
2017020058,2017-10-13,45.833333333333336,6.783333333333333,7.383333333333334,31,2,6,20,3,4,21,0,1,25,1,1,4,1,1,5,1,0,25,0,5,17,0,5,37,9,0,43,0,9,29,8,0,35,0,8,18,5,0,21,0,7,1,1,0,2,0,3,1,1,0,2,0,3,1,1,0,1,0,3,0,0,0,1,0,0,2,0,0,3,0,0,2,0,0,3,0,0
2017020065,2017-10-14,45.666666666666664,8.333333333333334,6,18,8,1,22,6,8,22,1,5,27,6,1,6,0,1,2,1,0,12,0,0,8,0,0,38,7,2,43,3,18,29,5,2,31,2,11,15,4,0,24,1,6,2,1,0,1,0,1,2,1,0,1,0,1,1,1,0,0,0,0,4,0,1,1,1,0,1,0,0,2,0,1,1,0,0,2,0,1
2017020081,2017-10-17,49.95,6.65,8.4,25,5,5,23,2,5,20,0,0,15,0,0,6,1,0,13,2,0,6,2,0,10,0,0,51,13,1,52,1,20,41,9,1,43,1,16,28,5,1,25,1,11,2,2,0,3,0,1,2,2,0,3,0,1,2,2,0,2,0,1,2,0,0,7,0,0,1,1,0,1,0,1,1,1,0,1,0,1
2017020099,2017-10-19,46.15,6.966666666666667,8.216666666666667,23,1,4,36,4,4,26,2,2,29,1,1,4,0,2,5,1,1,8,2,0,10,2,2,56,10,4,44,1,6,48,9,4,33,1,6,34,8,4,26,1,6,5,0,0,2,0,2,5,0,0,2,0,2,3,0,0,1,0,2,3,0,1,5,0,0,4,0,0,1,0,1,4,0,0,1,0,1
2017020105,2017-10-20,40,10,10,14,7,1,25,5,8,26,0,3,23,5,2,8,1,3,6,3,0,8,2,0,8,0,2,27,14,6,45,1,12,20,11,6,35,1,8,16,9,3,28,1,4,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0,4,2,0,4,0,0,2,0,0,2,0,2,2,0,0,2,0,2
2017020150,2017-10-27,55.96666666666667,5.033333333333333,4,22,4,2,36,1,2,12,1,0,8,0,0,11,0,2,8,1,3,6,0,0,2,0,2,42,10,1,43,1,10,32,7,1,32,1,7,20,5,0,24,0,3,3,1,0,2,0,2,3,1,0,2,0,2,2,1,0,2,0,2,3,0,0,0,0,1,0,1,0,2,0,1,0,1,0,2,0,1
2017020161,2017-10-28,49.91666666666667,0.5333333333333333,9.55,27,2,5,30,0,9,13,0,1,9,0,1,9,0,1,4,0,0,4,0,0,8,0,2,36,3,3,47,0,16,27,3,3,35,0,13,20,3,2,27,0,10,1,3,0,2,0,1,1,2,0,1,0,1,0,2,0,1,0,1,0,0,0,1,0,0,2,0,0,0,0,1,2,0,1,0,0,1
