gameId,gameDate,mP_ev,mP_pp,mP_sh,FW_ev,FW_pp,FW_sh,FL_ev,FL_pp,FL_sh,HG_ev,HG_pp,HG_sh,HT_ev,HT_pp,HT_sh,TW_ev,TW_pp,TW_sh,GW_ev,GW_pp,GW_sh,MD_ev,MD_pp,MD_sh,MC_ev,MC_pp,MC_sh,CF_ev,CF_pp,CF_sh,CA_ev,CA_pp,CA_sh,FF_ev,FF_pp,FF_sh,FA_ev,FA_pp,FA_sh,SF_ev,SF_pp,SF_sh,SA_ev,SA_pp,SA_sh,GF_ev,GF_pp,GF_sh,GA_ev,GA_pp,GA_sh,APF_ev,APF_pp,APF_sh,APA_ev,APA_pp,APA_sh,ASF_ev,ASF_pp,ASF_sh,ASA_ev,ASA_pp,ASA_sh,RSF_ev,RSF_pp,RSF_sh,RSA_ev,RSA_pp,RSA_sh,RBF_ev,RBF_pp,RBF_sh,RBA_ev,RBA_pp,RBA_sh,RCF_ev,RCF_pp,RCF_sh,RCA_ev,RCA_pp,RCA_sh
2015020006,2015-10-08,54.56666666666666,0,5.433333333333334,39,0,3,27,0,3,21,0,1,11,0,0,3,0,1,3,0,0,0,0,0,6,0,0,39,0,1,41,0,7,29,0,1,30,0,5,21,0,1,23,0,4,2,0,1,0,0,1,2,0,1,0,0,1,2,0,1,0,0,1,5,0,0,3,0,1,1,0,0,2,0,0,1,0,0,2,0,0
2015020019,2015-10-10,50.833333333333336,8.75,5.416666666666667,27,4,3,24,8,3,28,0,4,24,2,1,13,1,1,6,1,0,10,2,2,8,2,0,43,19,0,64,1,12,33,13,0,49,1,8,24,9,0,37,1,3,1,3,0,3,0,1,1,3,0,2,0,1,1,3,0,1,0,1,0,2,0,6,0,0,2,1,0,1,0,0,2,1,0,1,0,0
2015020031,2015-10-11,43.88333333333333,5.616666666666666,10.5,28,6,8,23,1,4,28,2,2,16,2,1,8,0,2,10,1,2,8,0,4,12,4,2,37,15,3,54,2,15,23,13,2,40,1,7,13,6,2,30,1,3,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,2,0,0,3,0,0,4,0,1,0,2,0,1,0,2,0,2,0,1,0,2
2015020046,2015-10-14,49.6,3.9833333333333334,6.416666666666667,26,1,3,29,5,6,11,0,0,18,1,2,2,0,1,0,0,0,4,2,7,9,2,4,38,7,1,49,0,17,31,6,1,38,0,15,20,6,1,26,0,15,5,1,1,2,0,1,5,1,1,2,0,1,4,1,1,1,0,1,1,0,0,0,0,0,3,0,0,3,0,4,3,0,0,3,0,4
2015020051,2015-10-15,49.78333333333333,5.783333333333333,4.433333333333334,28,5,0,23,3,4,27,1,1,23,0,0,6,0,0,2,2,0,11,0,0,2,7,2,42,10,0,45,3,7,30,6,0,36,2,7,20,2,0,30,1,5,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,1,0,2,0,0,2,1,0,1,0,0,2,1,0,1,0,0
2015020066,2015-10-17,52.86666666666667,4,8.133333333333333,31,1,8,28,1,4,30,0,5,30,2,0,5,0,1,5,0,0,16,0,4,19,5,4,64,8,2,39,0,11,45,6,2,28,0,7,34,5,2,19,0,6,3,0,0,1,0,2,3,0,0,1,0,2,3,0,0,1,0,1,3,0,1,2,0,0,7,0,0,2,0,0,7,0,0,2,0,0
2015020094,2015-10-22,49.016666666666666,11,4.983333333333333,15,4,6,19,5,3,18,0,2,8,3,0,3,0,1,8,2,1,18,10,0,13,0,2,52,16,2,42,2,9,39,12,2,33,2,7,29,8,2,25,0,7,2,1,1,1,0,3,2,1,0,1,0,3,2,1,0,1,0,3,4,0,1,5,0,0,5,1,0,6,0,2,5,1,0,6,0,2
2015020109,2015-10-24,50.233333333333334,5.883333333333334,3.8833333333333333,27,2,2,24,6,0,30,2,1,20,1,0,9,0,0,9,0,0,6,0,0,2,2,0,57,9,2,38,2,4,46,8,1,28,2,4,30,5,1,21,2,3,1,0,0,3,1,0,1,0,0,2,1,0,1,0,0,1,1,0,2,2,0,2,0,0,3,1,0,2,0,0,4,0,0,2,0,0
2015020134,2015-10-28,50.8,8,6.2,34,5,3,21,4,6,16,0,0,27,0,1,5,0,2,11,3,2,6,2,0,8,0,0,41,13,1,56,0,10,26,6,1,43,0,9,18,4,1,30,0,8,4,0,0,3,0,1,3,0,0,3,0,1,3,0,0,3,0,1,4,0,0,7,0,1,3,0,0,2,0,1,3,0,0,2,0,1
2015020149,2015-10-30,43.56666666666666,7.983333333333333,8.45,17,4,4,15,7,10,16,0,4,19,1,2,1,0,1,1,0,1,8,0,0,6,0,4,34,11,4,37,1,20,30,9,4,27,1,17,26,6,3,19,0,11,2,0,1,0,0,1,2,0,1,0,0,1,1,0,0,0,0,1,3,0,0,2,0,1,1,0,0,0,0,2,1,0,0,0,0,2
2015020158,2015-10-31,49.65,6,4.35,22,9,4,30,3,3,22,0,4,21,1,0,10,0,1,11,1,0,18,2,0,18,12,0,53,19,1,41,1,9,38,11,1,33,1,9,25,10,1,21,1,6,3,0,0,3,0,2,2,0,0,3,0,2,2,0,0,3,0,2,3,0,0,5,0,0,5,2,0,3,0,2,5,2,0,3,0,2
2015020175,2015-11-03,53.483333333333334,2,5.083333333333333,16,2,1,32,1,6,35,0,3,24,1,0,2,0,0,10,0,2,2,0,0,4,0,2,35,6,1,56,0,15,28,5,1,39,0,9,21,5,1,30,0,7,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,3,1,0,9,0,1,2,0,0,1,0,2,2,0,0,1,0,2
2015020188,2015-11-05,58.2,4.4,2.4,37,3,1,25,2,0,23,0,0,26,2,0,6,0,0,11,1,0,6,0,0,2,2,0,51,5,0,70,0,0,35,4,0,55,0,0,27,4,0,40,0,0,2,0,0,2,0,0,2,0,0,1,0,0,1,0,0,1,0,0,3,0,0,5,0,0,1,0,0,5,0,0,1,0,0,5,0,0
2015020204,2015-11-07,55.38333333333334,3.4,4.066666666666666,20,3,1,31,4,6,20,0,1,23,1,0,9,1,0,4,1,0,4,0,0,6,0,0,34,8,2,66,0,19,25,5,2,51,0,16,17,2,2,33,0,13,1,1,0,1,0,2,1,1,0,1,0,2,1,1,0,1,0,0,3,1,0,1,0,0,2,0,0,6,0,4,2,0,0,6,0,4
