gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,iMC_ev,iMC_pp,iMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2022020003,2022-10-11,13.95,5.683333333333334,2.4833333333333334,7,3,0,7,3,0,3,1,2,4,2,2,0,0,0,4,0,0,0,0,0,6,0,0,2,0,0,6,0,1,0,0,0,1,4,0,0,0,0,2,0,0,3,3,0,13,22,0,16,0,3,2,3,0,9,16,0,13,0,3,1,3,0,6,13,0,8,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,6,0,1,0,0
2022020017,2022-10-13,12.433333333333334,4.633333333333334,1.05,4,1,0,4,1,1,6,3,0,6,4,0,1,0,0,5,1,0,0,3,0,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,4,1,0,15,8,0,14,3,1,3,1,0,11,5,0,11,3,1,3,1,0,9,4,0,6,2,1,1,0,0,3,1,0,1,0,1,0,0,0,3,1,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2022020023,2022-10-14,16.116666666666667,2.7333333333333334,0.6666666666666666,5,0,0,6,0,0,7,1,0,7,2,0,0,0,0,6,0,0,4,0,0,11,0,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,1,4,0,23,9,0,13,0,0,1,3,0,18,8,0,13,0,0,1,3,0,12,6,0,10,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,0,0,0,1,0,3,4,0,2,0,0,0,3,0,3,4,0,2,0,0
2022020039,2022-10-17,14.466666666666667,5.7,1.3333333333333333,11,3,0,12,3,1,2,4,1,2,4,1,2,0,0,4,1,1,2,0,0,8,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,0,0,2,4,0,15,11,1,13,0,3,2,3,0,12,10,1,9,0,2,2,3,0,11,9,1,8,0,2,0,1,0,1,3,0,3,0,0,0,1,0,1,3,0,3,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,1,0,0,3,0,1
2022020064,2022-10-20,15.766666666666667,6.566666666666666,0,6,4,0,7,5,0,9,3,0,10,3,0,4,0,0,8,0,0,0,0,0,4,0,0,0,1,0,0,1,0,1,1,0,2,3,0,0,0,0,0,0,0,2,3,0,12,10,0,12,1,0,2,3,0,11,9,0,8,0,0,1,2,0,7,3,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
2022020089,2022-10-23,16.183333333333334,3.0166666666666666,1.3833333333333333,9,3,0,10,3,0,4,1,0,4,1,0,1,0,0,5,0,0,1,0,0,5,0,0,1,0,0,3,0,0,1,0,0,5,1,0,0,0,0,0,0,0,6,0,2,25,8,2,11,1,2,5,0,2,17,7,2,9,0,1,3,0,0,10,5,0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0
2022020099,2022-10-25,16.05,4.416666666666667,0.5833333333333334,8,7,0,9,7,0,4,0,0,4,0,0,7,0,0,8,0,0,1,0,0,8,0,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,1,0,32,10,0,14,1,0,5,0,0,26,9,0,10,1,0,4,0,0,18,8,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0
2022020108,2022-10-26,13.35,4.65,2.45,0,3,0,0,3,0,4,2,0,4,2,1,9,0,0,16,1,0,5,0,0,10,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,5,3,0,21,13,0,6,1,4,2,2,0,16,9,0,4,1,2,1,2,0,9,7,0,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,2,2,0,0,0,0
2022020127,2022-10-29,14.75,5.75,0.16666666666666666,4,5,0,4,5,0,5,0,0,5,0,0,1,1,0,7,1,0,1,0,0,4,0,0,0,0,0,3,0,0,1,0,0,4,0,0,0,0,2,2,0,0,2,3,0,12,8,0,14,2,0,2,1,0,9,5,0,11,2,0,2,1,0,7,4,0,9,2,0,1,1,0,2,2,0,1,0,0,1,0,0,2,2,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
2022020141,2022-10-30,17.016666666666666,3.1,0.5333333333333333,6,0,0,6,0,0,4,3,0,6,3,1,3,0,0,7,0,0,0,0,0,11,2,0,1,0,0,1,0,0,1,0,0,5,0,0,0,0,0,0,0,0,7,2,0,17,9,0,17,0,0,7,2,0,15,8,0,12,0,0,6,2,0,11,7,0,9,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
