gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2020020010,2021-01-14,9.55,0,0.8333333333333334,7,0,0,7,0,0,4,0,0,4,0,0,0,0,0,7,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,1,0,0,0,6,0,0,3,0,1,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020020025,2021-01-16,12.55,0.2833333333333333,0.4666666666666667,7,0,0,7,0,0,4,0,0,4,1,0,1,0,0,4,0,0,2,1,0,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,0,0,9,0,3,0,0,0,5,0,0,9,0,1,0,0,0,3,0,0,6,0,0,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020020040,2021-01-18,12.6,0,1.2833333333333334,1,0,1,1,0,1,4,0,2,6,0,2,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,4,0,0,0,4,0,0,0,0,1,6,0,1,12,0,2,0,0,1,6,0,1,9,0,2,0,0,1,5,0,1,6,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020020153,2021-02-02,9.45,0,1.4833333333333334,1,0,0,6,0,0,1,0,0,4,0,0,4,0,0,11,0,1,1,0,0,6,0,0,0,0,0,2,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,5,0,0,8,0,6,1,0,0,2,0,0,7,0,3,1,0,0,2,0,0,6,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3
2020020168,2021-02-04,7.783333333333333,0,0.9166666666666666,1,0,0,4,0,1,0,0,0,3,0,0,3,0,0,6,0,0,3,0,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,6,0,1,4,0,2,2,0,0,5,0,1,4,0,2,2,0,0,4,0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020020190,2021-02-07,8.2,0.18333333333333332,1.3833333333333333,1,0,1,2,0,1,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,8,0,0,5,0,1,2,0,0,6,0,0,4,0,1,2,0,0,4,0,0,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020020197,2021-02-08,14.916666666666666,0,0.7166666666666667,5,0,0,8,0,1,3,0,0,3,0,0,2,0,0,9,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,16,0,0,7,0,0,1,0,0,9,0,0,4,0,0,1,0,0,8,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2020020224,2021-02-11,12.933333333333334,0.016666666666666666,1.8166666666666667,2,1,1,4,1,1,3,0,0,8,0,0,2,0,0,3,0,0,2,0,0,12,0,0,0,0,0,1,0,0,1,0,0,4,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,6,0,0,18,0,4,1,0,0,4,0,0,12,0,3,1,0,0,2,0,0,10,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0
2020020238,2021-02-13,10.316666666666666,0,0.75,0,0,0,8,0,0,1,0,0,7,0,0,2,0,0,6,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,9,0,1,7,0,0,1,0,0,7,0,1,5,0,0,1,0,0,3,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020020255,2021-02-15,12.183333333333334,0,1.5833333333333333,0,0,1,5,0,1,1,0,0,11,0,0,1,0,0,8,0,0,1,0,0,7,0,0,2,0,0,4,0,0,0,0,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0,0,3,0,1,5,0,1,10,0,1,3,0,1,4,0,1,8,0,1,2,0,0,3,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
