gameId,gameDate,mP_ev,mP_pp,mP_sh,iFW_ev,iFW_pp,iFW_sh,oFW_ev,oFW_pp,oFW_sh,iFL_ev,iFL_pp,iFL_sh,oFL_ev,oFL_pp,oFL_sh,iHG_ev,iHG_pp,iHG_sh,oHG_ev,oHG_pp,oHG_sh,iHT_ev,iHT_pp,iHT_sh,oHT_ev,oHT_pp,oHT_sh,iTW_ev,iTW_pp,iTW_sh,oTW_ev,oTW_pp,oTW_sh,iGW_ev,iGW_pp,iGW_sh,oGW_ev,oGW_pp,oGW_sh,iMD_ev,iMD_pp,iMD_sh,oMD_ev,oMD_pp,oMD_sh,iMC_ev,iMC_pp,iMC_sh,oMC_ev,oMC_pp,oMC_sh,iCF_ev,iCF_pp,iCF_sh,oCF_ev,oCF_pp,oCF_sh,oCA_ev,oCA_pp,oCA_sh,iFF_ev,iFF_pp,iFF_sh,oFF_ev,oFF_pp,oFF_sh,oFA_ev,oFA_pp,oFA_sh,iSF_ev,iSF_pp,iSF_sh,oSF_ev,oSF_pp,oSF_sh,oSA_ev,oSA_pp,oSA_sh,iGF_ev,iGF_pp,iGF_sh,oGF_ev,oGF_pp,oGF_sh,oGA_ev,oGA_pp,oGA_sh,iAPF_ev,iAPF_pp,iAPF_sh,oAPF_ev,oAPF_pp,oAPF_sh,oAPA_ev,oAPA_pp,oAPA_sh,iASF_ev,iASF_pp,iASF_sh,oASF_ev,oASF_pp,oASF_sh,oASA_ev,oASA_pp,oASA_sh,iRSF_ev,iRSF_pp,iRSF_sh,oRSF_ev,oRSF_pp,oRSF_sh,oRSA_ev,oRSA_pp,oRSA_sh,iRBF_ev,iRBF_pp,iRBF_sh,oRBF_ev,oRBF_pp,oRBF_sh,oRBA_ev,oRBA_pp,oRBA_sh,iRCF_ev,iRCF_pp,iRCF_sh,oRCF_ev,oRCF_pp,oRCF_sh,oRCA_ev,oRCA_pp,oRCA_sh
2023020004,2023-10-11,14.566666666666666,4.083333333333333,0.4666666666666667,2,2,0,8,4,0,1,2,0,12,2,1,4,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,3,1,0,2,0,0,4,0,0,4,0,0,12,0,0,5,3,0,16,9,0,24,1,0,5,3,0,11,7,0,16,0,0,2,1,0,6,5,0,11,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,4,0,0,2,0,0,3,0,0,3,0,0,1,0,0,3,0,0,3,0,0
2023020019,2023-10-14,13.7,4.333333333333333,0.25,1,1,0,11,3,0,0,0,0,6,0,0,1,0,0,5,0,0,1,0,0,3,1,0,1,0,0,3,0,0,1,0,0,4,0,0,2,0,0,10,0,0,2,0,0,4,0,0,1,4,0,12,11,0,10,1,0,1,4,0,11,11,0,8,0,0,1,3,0,10,5,0,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2023020033,2023-10-15,15.883333333333333,2.566666666666667,0.15,0,0,0,10,1,0,3,0,0,13,1,0,1,0,0,3,0,0,1,0,0,9,0,0,1,0,0,2,0,0,1,0,0,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,7,1,0,22,4,0,14,0,0,6,1,0,16,3,0,10,0,0,6,1,0,14,3,0,9,0,0,2,0,0,3,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,3,2,0,0,0,0,1,1,0,3,2,0,0,0,0
2023020049,2023-10-18,12.9,3.95,0.016666666666666666,0,3,0,7,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,4,1,0,1,0,0,2,0,0,1,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,0,21,4,0,13,0,0,4,1,0,16,2,0,10,0,0,4,1,0,11,2,0,8,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,1,0,0,2,0,0,4,0,0
2023020065,2023-10-21,11.883333333333333,4.833333333333333,0,2,2,0,9,2,0,1,2,0,5,2,0,6,0,0,7,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,1,2,0,13,0,0,19,0,0,7,2,0,9,2,0,3,1,0,20,10,0,12,1,0,3,1,0,17,9,0,7,1,0,0,1,0,9,8,0,5,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,5,1,0,1,0,0,1,0,0,5,1,0,1,0,0
2023020085,2023-10-24,16.833333333333332,3.5833333333333335,0,1,1,0,14,2,0,1,2,0,9,2,0,5,0,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,4,1,0,7,0,0,11,2,0,19,0,0,19,0,0,7,1,0,27,8,0,7,0,0,6,1,0,18,5,0,4,0,0,5,1,0,12,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,1,0,1,0,0,2,0,0,2,1,0,1,0,0
2023020107,2023-10-26,15.2,5.866666666666666,0.08333333333333333,0,2,0,12,5,0,1,2,0,7,3,1,1,0,0,5,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,4,2,0,2,0,0,8,0,0,0,0,0,0,0,0,7,1,0,24,10,0,16,1,0,5,1,0,16,8,0,10,1,0,3,0,0,12,7,0,8,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,1,1,0,2,0,0,1,0,0,1,1,0,2,0,0
2023020123,2023-10-28,13.05,3.3,0.1,1,0,0,9,1,0,1,3,0,8,4,0,0,0,0,1,0,0,3,0,0,7,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,15,4,0,13,1,0,4,1,0,14,3,0,10,1,0,3,1,0,11,2,0,10,0,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,1,1,0,2,0,0
2023020149,2023-11-02,17.483333333333334,3.3833333333333333,0.05,0,3,0,6,4,0,0,2,0,7,2,0,7,1,0,15,2,0,3,0,0,12,0,0,1,0,0,3,0,0,0,1,0,4,2,0,0,0,0,6,0,0,0,0,0,2,0,0,4,2,0,18,10,0,19,1,0,3,2,0,14,7,0,11,1,0,2,1,0,11,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
2023020162,2023-11-04,17.733333333333334,4.083333333333333,0.03333333333333333,2,0,0,8,3,0,2,2,0,14,2,0,3,0,0,6,0,0,0,0,0,7,2,0,0,0,0,1,0,0,1,1,0,3,2,0,2,0,0,4,0,0,0,0,0,2,0,0,7,1,0,21,12,0,16,0,0,6,1,0,16,7,0,15,0,0,5,1,0,11,6,0,13,0,0,1,1,0,2,1,0,2,0,0,1,0,0,2,1,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,4,1,0,1,0,0,0,0,0,4,1,0,1,0,0
